SYMBOL	ENSEMBL	seqnames	start	end	width	strand
	ENSG00000236394	chr9	137052662	137053375	714	+
	ENSG00000229257	chr9	137057663	137062461	4799	+
SAPCD2	ENSG00000186193	chr9	137062127	137070557	8431	-
	ENSG00000231864	chr9	137063535	137064581	1047	+
UAP1L1	ENSG00000197355	chr9	137077517	137084539	7023	+
MAN1B1-DT	ENSG00000268996	chr9	137084946	137086817	1872	-
MAN1B1	ENSG00000177239	chr9	137086985	137109183	22199	+
DPP7	ENSG00000176978	chr9	137110546	137115177	4632	-
GRIN1	ENSG00000176884	chr9	137139154	137168756	29603	+
LRRC26	ENSG00000184709	chr9	137168758	137170051	1294	-
TMEM210	ENSG00000185863	chr9	137170858	137172409	1552	-
ANAPC2	ENSG00000176248	chr9	137174784	137188560	13777	-
SSNA1	ENSG00000176101	chr9	137188660	137190370	1711	+
TPRN	ENSG00000176058	chr9	137191617	137204193	12577	-
TMEM203	ENSG00000187713	chr9	137204082	137205648	1567	-
NDOR1	ENSG00000188566	chr9	137205685	137217009	11325	+
LOC122513141	ENSG00000284976	chr9	137217452	137219361	1910	+
RNF208	ENSG00000212864	chr9	137220247	137221581	1335	-
CYSRT1	ENSG00000197191	chr9	137224635	137226315	1681	+
RNF224	ENSG00000233198	chr9	137227271	137229638	2368	+
SLC34A3	ENSG00000198569	chr9	137230757	137236554	5798	+
TUBB4B	ENSG00000188229	chr9	137241287	137243707	2421	+
FAM166A	ENSG00000188163	chr9	137243584	137247770	4187	-
STPG3-AS1	ENSG00000275549	chr9	137250219	137253497	3279	-
STPG3	ENSG00000197768	chr9	137251261	137253483	2223	+
NELFB	ENSG00000188986	chr9	137255327	137273542	18216	+
TOR4A	ENSG00000198113	chr9	137277726	137282641	4916	+
	ENSG00000260996	chr9	137293868	137295721	1854	-
	ENSG00000288234	chr9	137294935	137300189	5255	+
NRARP	ENSG00000198435	chr9	137299631	137302271	2641	-
EXD3	ENSG00000187609	chr9	137306896	137423211	116316	-
NOXA1	ENSG00000188747	chr9	137423350	137434406	11057	+
ENTPD8	ENSG00000188833	chr9	137434364	137441816	7453	-
NSMF	ENSG00000165802	chr9	137447573	137459334	11762	-
PNPLA7	ENSG00000130653	chr9	137459952	137550402	90451	-
MRPL41	ENSG00000182154	chr9	137551879	137552555	677	+
DPH7	ENSG00000148399	chr9	137554444	137578925	24482	-
ZMYND19	ENSG00000165724	chr9	137582081	137590512	8432	-
ARRDC1	ENSG00000197070	chr9	137605685	137615360	9676	+
ARRDC1-AS1	ENSG00000203993	chr9	137615332	137618906	3575	-
EHMT1	ENSG00000181090	chr9	137618992	137870016	251025	+
LOC100133077	ENSG00000203987	chr9	137867925	137892570	24646	-
CACNA1B	ENSG00000148408	chr9	137877782	138124624	246843	+
LOC101928932	ENSG00000237419	chr9	138199933	138203325	3393	-
	ENSG00000260370	chr10	14061	16544	2484	-
TUBB8	ENSG00000261456	chr10	46892	74163	27272	-
ZMYND11	ENSG00000015171	chr10	134465	254637	120173	+
DIP2C	ENSG00000151240	chr10	274190	689668	415479	-
	ENSG00000233021	chr10	437561	441170	3610	+
LOC101930421	ENSG00000225140	chr10	628638	631255	2618	+
LOC124900286	ENSG00000180525	chr10	649948	669581	19634	+
	ENSG00000231601	chr10	743992	744958	967	+
LARP4B	ENSG00000107929	chr10	806914	931705	124792	-
LARP4B-DT	ENSG00000229869	chr10	933026	942743	9718	+
	ENSG00000205740	chr10	971146	988341	17196	-
GTPBP4	ENSG00000107937	chr10	988434	1019932	31499	+
IDI2	ENSG00000148377	chr10	1018910	1025859	6950	-
IDI2-AS1	ENSG00000232656	chr10	1022630	1045425	22796	+
IDI1	ENSG00000067064	chr10	1039152	1049170	10019	-
WDR37	ENSG00000047056	chr10	1049538	1132384	82847	+
LINC00200	ENSG00000229205	chr10	1159768	1289426	129659	+
ADARB2	ENSG00000185736	chr10	1177313	1737525	560213	-
	ENSG00000287043	chr10	1201406	1208389	6984	-
	ENSG00000282390	chr10	1290018	1293002	2985	-
	ENSG00000233052	chr10	1361001	1361637	637	-
ADARB2-AS1	ENSG00000205696	chr10	1526637	1556984	30348	+
	ENSG00000287653	chr10	1957589	1960190	2602	+
	ENSG00000234962	chr10	1989076	2015005	25930	-
	ENSG00000226694	chr10	2071845	2081097	9253	+
	ENSG00000227912	chr10	2150480	2169460	18981	+
LINC02662	ENSG00000231326	chr10	2169140	2189512	20373	-
	ENSG00000234556	chr10	2305083	2315075	9993	-
	ENSG00000234170	chr10	2368561	2502200	133640	-
	ENSG00000237500	chr10	2499721	2500570	850	+
	ENSG00000235281	chr10	2501600	2618739	117140	+
	ENSG00000286858	chr10	2724819	2728267	3449	-
	ENSG00000234182	chr10	3009976	3013111	3136	+
LOC124902532	ENSG00000287560	chr10	3042535	3047083	4549	-
	ENSG00000273001	chr10	3065424	3066001	578	-
PFKP	ENSG00000067057	chr10	3066333	3137718	71386	+
PITRM1	ENSG00000107959	chr10	3137728	3172841	35114	-
PITRM1-AS1	ENSG00000237399	chr10	3141632	3167972	26341	+
LINC02668	ENSG00000226762	chr10	3200829	3277649	76821	-
	ENSG00000236968	chr10	3223816	3227407	3592	+
	ENSG00000227338	chr10	3263346	3267216	3871	+
	ENSG00000287428	chr10	3296338	3298137	1800	+
	ENSG00000286610	chr10	3397505	3400180	2676	+
LINC02669	ENSG00000233321	chr10	3433508	3502915	69408	-
	ENSG00000236892	chr10	3532094	3556314	24221	-
	ENSG00000229672	chr10	3748966	3763712	14747	+
	ENSG00000228353	chr10	3767915	3768751	837	+
KLF6	ENSG00000067082	chr10	3775996	3785281	9286	-
	ENSG00000287175	chr10	3809835	3816169	6335	+
LINC02639	ENSG00000230573	chr10	3833950	3834728	779	+
LINC02660	ENSG00000226005	chr10	3911889	3935817	23929	+
	ENSG00000227101	chr10	4024903	4053018	28116	+
	ENSG00000236990	chr10	4051726	4089013	37288	+
	ENSG00000233117	chr10	4201141	4243912	42772	-
LINC00703	ENSG00000224382	chr10	4384246	4410614	26369	+
	ENSG00000230096	chr10	4415305	4426179	10875	-
	ENSG00000287246	chr10	4437102	4448692	11591	+
	ENSG00000286687	chr10	4497449	4515244	17796	+
MANCR	ENSG00000231298	chr10	4650158	4678185	28028	-
LINC00705	ENSG00000225269	chr10	4655427	4682722	27296	+
	ENSG00000287023	chr10	4747846	4785100	37255	-
AKR1E2	ENSG00000165568	chr10	4786629	4848062	61434	+
AKR1C1	ENSG00000187134	chr10	4963253	4983283	20031	+
AKR1C2	ENSG00000151632	chr10	4987400	5018031	30632	-
	ENSG00000224251	chr10	4995488	4997380	1893	+
AKR1C3	ENSG00000196139	chr10	5035354	5107686	72333	+
AKR1C8	ENSG00000264006	chr10	5154140	5185187	31048	-
AKR1C4	ENSG00000198610	chr10	5195462	5218949	23488	+
	ENSG00000287848	chr10	5215408	5217014	1607	-
	ENSG00000231039	chr10	5234358	5263408	29051	+
LINC02561	ENSG00000224034	chr10	5266033	5271236	5204	-
UCN3	ENSG00000178473	chr10	5364966	5374692	9727	+
TUBAL3	ENSG00000178462	chr10	5393101	5404828	11728	-
NET1	ENSG00000173848	chr10	5412557	5459056	46500	+
CALML5	ENSG00000178372	chr10	5498697	5499570	874	-
	ENSG00000205488	chr10	5510036	5526246	16211	-
CALML3	ENSG00000178363	chr10	5524961	5526771	1811	+
	ENSG00000256462	chr10	5524976	5525742	767	-
LOC105376380	ENSG00000287566	chr10	5549637	5554329	4693	-
LOC105376381	ENSG00000287235	chr10	5563295	5566881	3587	-
LINC02677	ENSG00000242147	chr10	5594984	5632435	37452	-
LASTR	ENSG00000242147	chr10	5594984	5632435	37452	-
	ENSG00000231483	chr10	5608475	5610793	2319	-
	ENSG00000228951	chr10	5616626	5632499	15874	-
ASB13	ENSG00000196372	chr10	5638867	5666595	27729	-
TASOR2	ENSG00000108021	chr10	5684838	5763740	78903	+
	ENSG00000226647	chr10	5712174	5744067	31894	-
GDI2	ENSG00000057608	chr10	5765223	5842132	76910	-
	ENSG00000272764	chr10	5813985	5814441	457	+
ANKRD16	ENSG00000134461	chr10	5861616	5889906	28291	-
FBH1	ENSG00000134452	chr10	5890203	5937594	47392	+
	ENSG00000232807	chr10	5934270	5945900	11631	-
IL15RA	ENSG00000134470	chr10	5943639	5978187	34549	-
IL2RA	ENSG00000134460	chr10	6010689	6062370	51682	-
	ENSG00000229664	chr10	6025978	6036427	10450	+
RBM17	ENSG00000134453	chr10	6089034	6117457	28424	+
PFKFB3	ENSG00000170525	chr10	6144934	6254644	109711	+
LOC124902371	ENSG00000213994	chr10	6197612	6202693	5082	-
LINC02649	ENSG00000215244	chr10	6271169	6353827	82659	+
	ENSG00000212743	chr10	6350316	6352762	2447	+
PRKCQ	ENSG00000065675	chr10	6427143	6580301	153159	-
PRKCQ-AS1	ENSG00000237943	chr10	6580419	6616921	36503	+
	ENSG00000225948	chr10	6618716	6625346	6631	+
	ENSG00000223784	chr10	6709530	6740532	31003	+
LINC00706	ENSG00000281186	chr10	6774307	6779180	4874	-
LINC00707	ENSG00000238266	chr10	6779549	6879450	99902	+
	ENSG00000287277	chr10	6824275	7118469	294195	-
LINC02665	ENSG00000223581	chr10	7096216	7097675	1460	+
SFMBT2	ENSG00000198879	chr10	7158624	7411486	252863	-
	ENSG00000232591	chr10	7444340	7472040	27701	-
	ENSG00000230121	chr10	7533207	7536565	3359	+
ITIH5	ENSG00000123243	chr10	7559270	7666998	107729	-
ITIH2	ENSG00000151655	chr10	7703316	7749520	46205	+
KIN	ENSG00000151657	chr10	7750962	7787993	37032	-
ATP5F1C	ENSG00000165629	chr10	7788147	7807815	19669	+
TAF3	ENSG00000165632	chr10	7818505	8016631	198127	+
GATA3	ENSG00000107485	chr10	8045378	8075198	29821	+
GATA3-AS1	ENSG00000197308	chr10	8050450	8053484	3035	-
	ENSG00000232638	chr10	8051541	8053084	1544	+
LINC00708	ENSG00000232170	chr10	8259331	8268342	9012	-
	ENSG00000226861	chr10	8298897	8301667	2771	+
	ENSG00000226990	chr10	8400860	8461863	61004	+
LINC02676	ENSG00000234752	chr10	8897989	8914596	16608	+
	ENSG00000223808	chr10	8970125	8973468	3344	+
	ENSG00000230014	chr10	9275833	9287057	11225	+
	ENSG00000287120	chr10	9292842	9309772	16931	-
LOC124902542	ENSG00000228636	chr10	9758783	9878060	119278	-
LINC02670	ENSG00000224788	chr10	10058722	10063502	4781	+
	ENSG00000286439	chr10	10326875	10337876	11002	-
	ENSG00000234306	chr10	10365180	10366487	1308	-
	ENSG00000270111	chr10	10369809	10462361	92553	-
	ENSG00000287309	chr10	10400340	10404203	3864	+
SFTA1P	ENSG00000225383	chr10	10784437	10795047	10611	-
CELF2	ENSG00000048740	chr10	10798397	11336675	538279	+
LINC00710	ENSG00000229240	chr10	10917866	10952234	34369	-
	ENSG00000231496	chr10	10960148	10970816	10669	+
	ENSG00000228027	chr10	11010164	11011119	956	-
	ENSG00000229206	chr10	11030334	11030868	535	-
CELF2-AS2	ENSG00000237986	chr10	11071541	11105773	34233	-
	ENSG00000230322	chr10	11168922	11171376	2455	-
CELF2-AS1	ENSG00000181800	chr10	11316833	11319884	3052	-
USP6NL	ENSG00000148429	chr10	11453946	11611754	157809	-
USP6NL-AS1	ENSG00000271360	chr10	11611305	11612227	923	+
	ENSG00000271046	chr10	11679675	11680514	840	+
ECHDC3	ENSG00000134463	chr10	11742366	11764070	21705	+
PROSER2	ENSG00000148426	chr10	11823339	11872277	48939	+
PROSER2-AS1	ENSG00000225778	chr10	11849608	11894700	45093	-
UPF2	ENSG00000151461	chr10	11920022	12043170	123149	-
DHTKD1	ENSG00000181192	chr10	12068954	12123221	54268	+
SEC61A2	ENSG00000065665	chr10	12129637	12169961	40325	+
NUDT5	ENSG00000165609	chr10	12165330	12196144	30815	-
CDC123	ENSG00000151465	chr10	12195965	12250589	54625	+
	ENSG00000228302	chr10	12244751	12247845	3095	-
CAMK1D	ENSG00000183049	chr10	12349482	12835545	486064	+
	ENSG00000285994	chr10	12563151	12567351	4201	+
	ENSG00000285520	chr10	12877459	12965275	87817	+
CCDC3	ENSG00000151468	chr10	12896625	13099652	203028	-
OPTN	ENSG00000123240	chr10	13099449	13138308	38860	+
MCM10	ENSG00000065328	chr10	13161554	13211104	49551	+
UCMA	ENSG00000165623	chr10	13221766	13234374	12609	-
PHYH	ENSG00000107537	chr10	13277796	13302412	24617	-
SEPHS1	ENSG00000086475	chr10	13317428	13348298	30871	-
	ENSG00000286514	chr10	13391347	13400706	9360	+
	ENSG00000233256	chr10	13415202	13423133	7932	+
BEND7	ENSG00000165626	chr10	13438484	13528974	90491	-
	ENSG00000227175	chr10	13528516	13530262	1747	+
PRPF18	ENSG00000165630	chr10	13586939	13630859	43921	+
	ENSG00000239665	chr10	13631143	13668445	37303	+
FRMD4A	ENSG00000151474	chr10	13643706	14462142	818437	-
	ENSG00000273474	chr10	13675646	13675990	345	+
	ENSG00000225112	chr10	13710415	13712054	1640	+
	ENSG00000234091	chr10	13729383	13756200	26818	+
	ENSG00000229751	chr10	13991815	14007526	15712	+
	ENSG00000235410	chr10	14074284	14087605	13322	+
	ENSG00000285671	chr10	14372001	14377586	5586	+
FAM107B	ENSG00000065809	chr10	14518557	14774897	256341	-
LOC105376429	ENSG00000236495	chr10	14652689	14661691	9003	+
CDNF	ENSG00000185267	chr10	14819245	14838575	19331	-
MSANTD7	ENSG00000284024	chr10	14838160	14847018	8859	+
HSPA14	ENSG00000187522	chr10	14838306	14871741	33436	+
	ENSG00000272853	chr10	14877688	14878686	999	-
SUV39H2	ENSG00000152455	chr10	14878820	14904315	25496	+
DCLRE1C	ENSG00000152457	chr10	14897359	14954432	57074	-
MEIG1	ENSG00000197889	chr10	14959388	14988050	28663	+
OLAH	ENSG00000152463	chr10	15032227	15073852	41626	+
ACBD7	ENSG00000176244	chr10	15075475	15088776	13302	-
RPP38-DT	ENSG00000176236	chr10	15095385	15097319	1935	-
RPP38	ENSG00000152464	chr10	15097180	15139818	42639	+
NMT2	ENSG00000152465	chr10	15102584	15168693	66110	-
FAM171A1	ENSG00000148468	chr10	15211643	15371289	159647	-
	ENSG00000232739	chr10	15237492	15241767	4276	+
ITGA8	ENSG00000077943	chr10	15513954	15719922	205969	-
MINDY3	ENSG00000148481	chr10	15778170	15860507	82338	-
LINC02654	ENSG00000226140	chr10	16276871	16295858	18988	+
PTER	ENSG00000165983	chr10	16436943	16513745	76803	+
C1QL3	ENSG00000165985	chr10	16513734	16521879	8146	-
	ENSG00000287925	chr10	16521714	16539737	18024	+
RSU1	ENSG00000148484	chr10	16590611	16817463	226853	-
	ENSG00000225213	chr10	16721352	16748377	27026	-
LOC105376435	ENSG00000286958	chr10	16817699	16821207	3509	+
CUBN	ENSG00000107611	chr10	16823966	17129817	305852	-
	ENSG00000273153	chr10	17137336	17137585	250	-
TRDMT1	ENSG00000107614	chr10	17137336	17202054	64719	-
VIM-AS1	ENSG00000229124	chr10	17214239	17229985	15747	-
VIM	ENSG00000026025	chr10	17228241	17237593	9353	+
	ENSG00000234961	chr10	17233325	17234833	1509	-
ST8SIA6	ENSG00000148488	chr10	17315421	17454595	139175	-
ST8SIA6-AS1	ENSG00000204832	chr10	17386919	17445758	58840	+
HACD1	ENSG00000165996	chr10	17589032	17617374	28343	-
STAM-DT	ENSG00000260589	chr10	17641284	17643878	2595	-
STAM	ENSG00000136738	chr10	17644151	17716824	72674	+
	ENSG00000229190	chr10	17695709	17700232	4524	-
TMEM236	ENSG00000148483	chr10	17752201	17800868	48668	+
MRC1	ENSG00000260314	chr10	17809348	17911164	101817	+
	ENSG00000235637	chr10	17862887	17865471	2585	-
SLC39A12	ENSG00000148482	chr10	17951839	18043292	91454	+
SLC39A12-AS1	ENSG00000226083	chr10	18001786	18010562	8777	-
CACNB2	ENSG00000165995	chr10	18140677	18543557	402881	+
	ENSG00000235020	chr10	18206127	18261504	55378	-
	ENSG00000240291	chr10	18513115	18545651	32537	-
	ENSG00000225527	chr10	18531849	18533336	1488	-
NSUN6	ENSG00000241058	chr10	18545561	18659285	113725	-
ARL5B	ENSG00000165997	chr10	18659431	18681639	22209	+
	ENSG00000234244	chr10	18710269	18748342	38074	+
MALRD1	ENSG00000204740	chr10	19048801	19790401	741601	+
	ENSG00000227734	chr10	19290223	19291480	1258	-
LOC101928834	ENSG00000233968	chr10	19710328	19728550	18223	-
LOC124902388	ENSG00000285852	chr10	19812372	19816278	3907	-
PLXDC2	ENSG00000120594	chr10	19816239	20289856	473618	+
	ENSG00000238246	chr10	20070805	20091784	20980	-
	ENSG00000287613	chr10	20095125	20099664	4540	-
NEBL	ENSG00000078114	chr10	20779973	21174187	394215	-
	ENSG00000204683	chr10	21125763	21146559	20797	-
NEBL-AS1	ENSG00000231920	chr10	21174014	21175048	1035	+
LINC02643	ENSG00000230109	chr10	21340233	21372950	32718	-
MIR1915HG	ENSG00000204682	chr10	21492658	21497260	4603	-
SKIDA1	ENSG00000180592	chr10	21513475	21526368	12894	-
MLLT10	ENSG00000078403	chr10	21524646	21743630	218985	+
	ENSG00000286881	chr10	21526568	21526863	296	+
DNAJC1	ENSG00000136770	chr10	21756548	22003769	247222	-
	ENSG00000279623	chr10	21865335	21865921	587	-
EBLN1	ENSG00000223601	chr10	22208814	22210021	1208	-
	ENSG00000260205	chr10	22218074	22221168	3095	+
	ENSG00000286832	chr10	22230826	22232973	2148	-
	ENSG00000261671	chr10	22257786	22258548	763	+
COMMD3	ENSG00000148444	chr10	22316386	22320306	3921	+
BMI1	ENSG00000168283	chr10	22321099	22331484	10386	+
	ENSG00000272516	chr10	22332404	22332987	584	+
	ENSG00000271981	chr10	22332587	22332981	395	-
	ENSG00000272366	chr10	22340377	22340615	239	-
SPAG6	ENSG00000077327	chr10	22345445	22454224	108780	+
	ENSG00000233451	chr10	22361172	22413067	51896	+
	ENSG00000286810	chr10	22439954	22479480	39527	-
LOC124902392	ENSG00000285254	chr10	22475455	22478026	2572	-
PIP4K2A	ENSG00000150867	chr10	22534854	22714578	179725	-
ARMC3	ENSG00000165309	chr10	22928024	23038523	110500	+
	ENSG00000286924	chr10	22964926	23133804	168879	-
MSRB2	ENSG00000148450	chr10	23095579	23122013	26435	+
PTF1A	ENSG00000168267	chr10	23192312	23194245	1934	+
C10orf67	ENSG00000179133	chr10	23201916	23344845	142930	-
C10orf67-AS1	ENSG00000224215	chr10	23343957	23345181	1225	+
OTUD1	ENSG00000165312	chr10	23439458	23442390	2933	+
	ENSG00000287124	chr10	23443036	23529801	86766	+
	ENSG00000286442	chr10	23575012	23586224	11213	+
KIAA1217	ENSG00000120549	chr10	23694746	24547848	853103	+
	ENSG00000286951	chr10	24410183	24416459	6277	-
ARHGAP21	ENSG00000107863	chr10	24583609	24723887	140279	-
	ENSG00000285750	chr10	24816331	24822950	6620	+
PRTFDC1	ENSG00000099256	chr10	24848614	24952606	103993	-
	ENSG00000273107	chr10	24953241	24953513	273	+
ENKUR	ENSG00000151023	chr10	24981979	25062279	80301	-
THNSL1	ENSG00000185875	chr10	25016612	25026664	10053	+
LINC01516	ENSG00000231422	chr10	25113058	25161236	48179	+
GPR158-AS1	ENSG00000233642	chr10	25158072	25176276	18205	-
GPR158	ENSG00000151025	chr10	25174802	25602229	427428	+
LINC00836	ENSG00000280809	chr10	25651712	25732935	81224	+
LOC101929073	ENSG00000226304	chr10	25924448	25933710	9263	-
MYO3A	ENSG00000095777	chr10	25934229	26212532	278304	+
GAD2	ENSG00000136750	chr10	26216665	26304558	87894	+
APBB1IP	ENSG00000077420	chr10	26438341	26567803	129463	+
	ENSG00000234296	chr10	26643228	26645016	1789	+
PDSS1	ENSG00000148459	chr10	26697701	26746798	49098	+
	ENSG00000235843	chr10	26717635	26718778	1144	+
ABI1	ENSG00000136754	chr10	26746593	26861087	114495	-
ANKRD26	ENSG00000107890	chr10	26991914	27100498	108585	-
YME1L1	ENSG00000136758	chr10	27110112	27155266	45155	-
MASTL	ENSG00000120539	chr10	27154824	27186924	32101	+
ACBD5	ENSG00000107897	chr10	27195214	27242130	46917	-
	ENSG00000262412	chr10	27243130	27250804	7675	+
	ENSG00000260151	chr10	27343436	27344917	1482	+
RAB18	ENSG00000099246	chr10	27504174	27542237	38064	+
	ENSG00000285737	chr10	27564430	27594588	30159	+
MKX	ENSG00000150051	chr10	27672874	27746060	73187	-
	ENSG00000230500	chr10	27744786	27767794	23009	+
ODAD2	ENSG00000169126	chr10	27775186	27999079	223894	-
	ENSG00000233472	chr10	27999788	28049615	49828	+
MPP7	ENSG00000150054	chr10	28050993	28334486	283494	-
	ENSG00000286413	chr10	28263703	28265175	1473	+
	ENSG00000282996	chr10	28303300	28307658	4359	+
LINC02652	ENSG00000237128	chr10	28433008	28495813	62806	-
	ENSG00000254635	chr10	28522652	28533066	10415	-
WAC	ENSG00000095787	chr10	28532493	28623112	90620	+
BAMBI	ENSG00000095739	chr10	28677510	28682932	5423	+
C10orf126	ENSG00000232624	chr10	28743506	28941910	198405	+
	ENSG00000236716	chr10	28743745	28744663	919	+
LINC00837	ENSG00000235824	chr10	28789188	28796113	6926	-
LYZL1	ENSG00000120563	chr10	29289061	29318328	29268	+
	ENSG00000287402	chr10	29373027	29409366	36340	-
SVIL	ENSG00000197321	chr10	29457338	29736781	279444	-
JCAD	ENSG00000165757	chr10	30012803	30115494	102692	-
	ENSG00000259994	chr10	30302826	30306066	3241	-
MTPAP	ENSG00000107951	chr10	30309801	30374448	64648	-
	ENSG00000285824	chr10	30309803	30312026	2224	+
MAP3K8	ENSG00000107968	chr10	30434021	30461833	27813	+
LOC105376478	ENSG00000287420	chr10	30529517	30554625	25109	+
	ENSG00000228800	chr10	30553854	30554483	630	-
	ENSG00000230298	chr10	30576699	30580182	3484	+
LOC105376479	ENSG00000285630	chr10	30587706	30591092	3387	+
LYZL2	ENSG00000151033	chr10	30611779	30629762	17984	-
LINC02644	ENSG00000230720	chr10	30723251	30723740	490	+
ZNF438	ENSG00000183621	chr10	30820207	31031937	211731	-
	ENSG00000272914	chr10	30831828	30833387	1560	-
	ENSG00000287564	chr10	31033089	31143813	110725	+
	ENSG00000272381	chr10	31187715	31261910	74196	+
ZEB1-AS1	ENSG00000237036	chr10	31206278	31320447	114170	-
ZEB1	ENSG00000148516	chr10	31318495	31529814	211320	+
	ENSG00000223834	chr10	31602862	31606218	3357	+
	ENSG00000286694	chr10	31608500	31620862	12363	-
MACORIS	ENSG00000237797	chr10	31693084	31707388	14305	-
ARHGAP12	ENSG00000165322	chr10	31805398	31928876	123479	-
KIF5B	ENSG00000170759	chr10	32009015	32056425	47411	-
	ENSG00000227253	chr10	32266289	32269474	3186	+
EPC1	ENSG00000120616	chr10	32267751	32378798	111048	-
	ENSG00000226842	chr10	32281686	32282829	1144	+
	ENSG00000233825	chr10	32346499	32347179	681	+
EPC1-AS1	ENSG00000229327	chr10	32347397	32374488	27092	+
	ENSG00000286409	chr10	32413499	32446061	32563	-
CCDC7	ENSG00000216937	chr10	32446140	32882874	436735	+
	ENSG00000273038	chr10	32887255	32889311	2057	-
ITGB1	ENSG00000150093	chr10	32900318	33005792	105475	-
ITGB1-DT	ENSG00000229656	chr10	32958437	33082102	123666	+
	ENSG00000233387	chr10	33096257	33116672	20416	-
NRP1	ENSG00000099250	chr10	33177492	33336262	158771	-
	ENSG00000238258	chr10	33211277	33213804	2528	+
	ENSG00000273012	chr10	33341655	33341905	251	+
	ENSG00000287278	chr10	33384891	33390935	6045	+
	ENSG00000226412	chr10	33578931	33600040	21110	-
	ENSG00000203565	chr10	33684755	33709868	25114	+
